id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,area,local_government_area,timezone,bordering_location_ids
5543,Granite Vale,,QLD,Queensland,4815,Rural locality,-19.57916,146.63524,521,0,458.272,Townsville (City),Australia/Brisbane,123/750/2251/3439/3976/6045/10836
5544,Grant,,QLD,Queensland,4725,Rural locality,-23.58563,145.66468,312,11,1348.821,Barcaldine (Regional Council),Australia/Brisbane,675/5013/6348/8530/9681
5545,Grantham,,QLD,Queensland,4347,Urban locality,-27.57484,152.20491,112,634,49.283,Lockyer Valley (Regional Council),Australia/Brisbane,2527/5033/6007/7883/10867/11386/11907/13690/14633
5546,Granton,Hobart,TAS,Tasmania,7030,Suburb,-42.75164,147.22818,12,1736,25.232,Glenorchy (City),Australia/Hobart,427/2832/8795/12104
5547,Grants Beach,,NSW,New South Wales,2445,Rural locality,-31.61964,152.83125,19,0,6.026,Port Macquarie-Hastings (Area),Australia/Sydney,1442/6581/10057
5548,Grantville,,VIC,Victoria,3984,Urban locality,-38.40841,145.53245,16,831,14.99,Bass Coast (Shire),Australia/Melbourne,42/163/3290/5268/6889/10844/13011/14783
5549,Granville,Sydney,NSW,New South Wales,2142,Suburb,-33.83589,151.01064,12,15332,3.333,Cumberland (Area),Australia/Sydney,415/2918/5901/6170/8512/10576/11536/12151
5550,Granville,Maryborough,QLD,Queensland,4650,Suburb,-25.53763,152.71942,15,2716,11.812,Fraser Coast (Regional Council),Australia/Brisbane,1124/1505/6432/8275/13802
5551,Granville,,WA,Western Australia,6503,Rural locality,-31.32837,115.86807,76,17,43.77,Gingin (Shire),Australia/Perth,895/1496/3203/5162/5165/9383
5552,Granville Harbour,,TAS,Tasmania,7469,Rural locality,-41.80787,145.0353,9,27,46.643,West Coast (Municipality),Australia/Hobart,14273
5553,Granya,,VIC,Victoria,3701,Rural locality,-36.09753,147.31834,227,99,97.555,Towong (Shire),Australia/Melbourne,1989/2061/5071/12711/12733/14978
5554,Grapetree,,QLD,Queensland,4352,Rural locality,-27.34305,152.07122,699,32,23.125,Toowoomba (Regional Council),Australia/Brisbane,3475/5860/10641/10711/11214
5555,Grasmere,Sydney,NSW,New South Wales,2570,Suburb,-34.05329,150.66925,102,1963,5.438,Camden (Area),Australia/Sydney,1854/2320/2635/2944/4423
5556,Grassdale,,QLD,Queensland,4405,Rural locality,-27.41309,151.13923,359,4,73.553,Toowoomba (Regional Council),Australia/Brisbane,2640/5817/9647/12305
5557,Grassdale,,VIC,Victoria,3302,Rural locality,-37.79265,141.64645,172,18,144.836,Glenelg (Shire),Australia/Melbourne,1675/3082/3873/6234/8477/12687/12689
5558,Grassmere,,VIC,Victoria,3281,Rural locality,-38.28654,142.52468,28,402,98.579,Moyne (Shire),Australia/Melbourne,569/2172/8039/11094/11095/13933/14624/14766/14854
5559,Grass Patch,,WA,Western Australia,6446,Rural locality,-33.23215,121.71565,217,133,1481.57,Esperance (Shire),Australia/Perth,2085/7829/9270/11708/11804
5560,Grasstree Beach,,QLD,Queensland,4740,Rural locality,-21.35983,149.29117,15,745,22.58,Mackay (Regional Council),Australia/Brisbane,151/2360/5958/11785/11786
5561,Grasstree Hill,,TAS,Tasmania,7017,Rural locality,-42.78205,147.36133,236,105,11.052,Clarence (City),Australia/Hobart,4071/11364/11395/11398
5562,Grass Valley,,WA,Western Australia,6403,Rural locality,-31.64873,116.79677,213,176,60.086,Northam (Shire),Australia/Perth,8061/8400/9430/12136/13099
5563,Grassy,,TAS,Tasmania,7256,Rural locality,-40.04856,144.05678,124,139,13.986,King Island (Municipality),Australia/Currie,7935/15095
5564,Grassy Head,,NSW,New South Wales,2441,Rural locality,-30.79391,152.99233,12,80,7.675,Kempsey (Area),Australia/Sydney,12535/14151/15105
5565,Grattai,,NSW,New South Wales,2850,Rural locality,-32.65478,149.483,557,320,175.368,Mid-Western Regional (Area),Australia/Sydney,439/3029/4520/5885/8053/8486/9387/12281/14588/14897/15094
5566,Gravelly Beach,,TAS,Tasmania,7276,Urban locality,-41.29227,146.97452,6,567,5.993,West Tamar (Municipality),Australia/Hobart,4623/11429/12640
5567,Gravesend,,NSW,New South Wales,2401,Rural locality,-29.63322,150.32695,396,321,652.793,Gwydir (Area),Australia/Sydney,633/1184/4367/5159/10465/12957/13979/13980
5568,Gray,Darwin,NT,Northern Territory,830,Suburb,-12.49176,130.97865,33,3288,1.503,Palmerston (City),Australia/Darwin,525/4019/5745/10482/14790
5569,Gray,,TAS,Tasmania,7215,Rural locality,-41.63428,148.24297,412,69,33.586,Break O'Day (Municipality),Australia/Hobart,2669/3985/4897/12427
5570,Grays Bridge,,VIC,Victoria,3477,Rural locality,-36.61978,142.89648,137,3,23.94,Northern Grampians (Shire),Australia/Melbourne,453/661/8230/8231/15216
5571,Grays Gate,,QLD,Queensland,4357,Rural locality,-27.96664,151.29039,468,38,39.321,Toowoomba (Regional Council),Australia/Brisbane,2901/3937/7522/8627/11083/11470
5572,Grays Point,Sydney,NSW,New South Wales,2232,Suburb,-34.05884,151.08165,38,3125,1.319,Sutherland Shire (Area),Australia/Sydney,5782/5783/7075/11615
5573,Graytown,,VIC,Victoria,3608,Rural locality,-36.81521,144.95539,178,58,34.681,Strathbogie (Shire),Australia/Melbourne,8744/8955/11071/14640
5574,Great Bay,,TAS,Tasmania,7150,Rural locality,-43.20999,147.38219,13,57,15.802,Kingborough (Municipality),Australia/Hobart,10030/12123
5575,Great Mackerel Beach,,NSW,New South Wales,2108,Rural locality,-33.59173,151.30045,23,36,0.122,Northern Beaches (Area),Australia/Sydney,7252
5576,Great Marlow,,NSW,New South Wales,2460,Rural locality,-29.65623,152.9732,5,184,10.15,Clarence Valley (Area),Australia/Sydney,178/2845/5529/12145/12632/13517
5577,Great Sandy Strait,,QLD,Queensland,4655,Rural locality,-25.50848,152.91471,9,4,90.351,Fraser Coast (Regional Council),Australia/Brisbane,859/12992/13384
5578,Great Western,,VIC,Victoria,3374,Rural locality,-37.16669,142.88184,262,400,154.919,Northern Grampians (Shire),Australia/Melbourne,289/337/1258/1956/3078/4128/10136/11349/12361
5579,Gredgwin,,VIC,Victoria,3537,Rural locality,-35.96014,143.61658,126,15,48.318,Gannawarra (Shire),Australia/Melbourne,740/741/8402/10254/11118
5580,Greenacre,Sydney,NSW,New South Wales,2190,Suburb,-33.90674,151.05727,52,24373,7.405,Canterbury-Bankstown (Area),Australia/Sydney,649/914/974/2808/7394/9218/11080/11507/12502/12505/15013
5581,Greenacres,Adelaide,SA,South Australia,5086,Suburb,-34.86855,138.628,71,2815,1.128,Port Adelaide Enfield (City),Australia/Adelaide,1779/2867/5858/6095/7085/8142/10049/10052
5582,Greenbank,Brisbane,QLD,Queensland,4124,Suburb,-27.6999,153.01063,76,7694,110.502,Logan (City),Australia/Brisbane,1561/2333/2521/4841/4852/5990/6094/7953/9488/9825/10077/10563/10564/12204/12273/12280/12293
5583,Greenbushes,,WA,Western Australia,6254,Urban locality,-33.84879,116.05877,315,385,52.358,Bridgetown-Greenbushes (Shire),Australia/Perth,558/2614/6049/8173/10055/12109
5584,Green Cape,,NSW,New South Wales,2551,Rural locality,-37.261,150.04933,23,0,53.071,Bega Valley (Area),Australia/Sydney,4335/14709/14710
5585,Green Creek,,NSW,New South Wales,2338,Rural locality,-31.77505,151.03716,454,13,62.878,Upper Hunter Shire (Area),Australia/Sydney,11754/11830/13136/14145
5586,Greendale,,NSW,New South Wales,2550,Rural locality,-36.60011,149.85211,44,77,36.111,Bega Valley (Area),Australia/Sydney,232/1796/9438/12461/12777/13950
5587,Greendale,,NSW,New South Wales,2745,Rural locality,-33.90479,150.6468,47,348,33.932,Liverpool (City),Australia/Sydney,1760/2944/7913/12001/13046/13817/14239
5588,Greendale,,VIC,Victoria,3341,Urban locality,-37.5632,144.30525,442,602,52.345,Moorabool (Shire),Australia/Melbourne,567/1280/3627/7180/7600/9596
5589,Greenethorpe,,NSW,New South Wales,2809,Rural locality,-33.99731,148.40139,385,240,163.007,Weddin (Area),Australia/Sydney,2002/3476/5659/7155/8854/14642
5590,Greenfield Park,Sydney,NSW,New South Wales,2176,Suburb,-33.87219,150.88941,42,5092,1.503,Fairfield (City),Australia/Sydney,1443/1567/4313/11029/12412/13783
5591,Greenfields,Perth,WA,Western Australia,6210,Suburb,-32.52008,115.75878,12,9855,9.961,Mandurah (City),Australia/Perth,736/3123/4968/8110/8382/10559
5592,Green Fields,Adelaide,SA,South Australia,5107,Suburb,-34.79062,138.6004,9,154,0.894,Salisbury (City),Australia/Adelaide,5359/8313/10525/10526
5593,Green Forest,,NSW,New South Wales,2471,Rural locality,-28.97097,153.36325,15,3,12.471,Lismore (City),Australia/Sydney,502/4114/4216/8235/8404/13394
5594,Greengrove,,NSW,New South Wales,2250,Rural locality,-33.38271,151.14513,29,20,5.669,Central Coast (City),Australia/Sydney,5358/7871/8124/8125
5595,Green Gully,,NSW,New South Wales,2850,Rural locality,-32.78442,149.68624,757,35,24.343,Mid-Western Regional (Area),Australia/Sydney,1357/2468/8486/11137/14588
5596,Green Gully,,VIC,Victoria,3462,Rural locality,-37.10783,144.0958,257,62,7.072,Mount Alexander (Shire),Australia/Melbourne,9385/9883/12483
5597,Green Head,,WA,Western Australia,6514,Urban locality,-30.06385,114.96873,7,297,111.896,Coorow (Shire),Australia/Perth,6622/7558/14007
5598,Greenhill,Kempsey,NSW,New South Wales,2440,Suburb,-31.05908,152.80177,27,731,7.709,Kempsey (Area),Australia/Sydney,99/3041/4584/14305/15121
5599,Greenhill,Adelaide,SA,South Australia,5140,Suburb,-34.95362,138.69635,468,421,3.717,Adelaide Hills (District Council),Australia/Adelaide,391/2113/2870/6228/12467/12566/14077
5600,Greenhill,,VIC,Victoria,3444,Rural locality,-37.17209,144.44394,473,54,10.627,Macedon Ranges (Shire),Australia/Melbourne,4318/7290/7468/8084/8522
5601,Green Hill,,QLD,Queensland,4865,Rural locality,-17.05,145.8,11,159,37.659,Cairns (Regional Council),Australia/Brisbane,165/4272/5484/10428/15090
5602,Greenhills,,WA,Western Australia,6302,Rural locality,-31.92938,116.95009,220,64,66.386,York (Shire),Australia/Perth,489/5135/6790/8070/9179/9707
5603,Green Hills,,NSW,New South Wales,2365,Rural locality,-30.28028,151.77831,1284,20,45.546,Armidale Regional (Area),Australia/Sydney,536/1254/1790/5771/12968
5604,Green Hills,,NSW,New South Wales,2730,Rural locality,-35.44399,148.07287,802,0,219.684,Snowy Valleys (Area),Australia/Sydney,796/3345/7232/7517/7848/11937/12800/13419/14358/14516/14713/15150
5605,Greenhills Beach,Sydney,NSW,New South Wales,2230,Suburb,-34.03672,151.15917,8,792,0.539,Sutherland Shire (Area),Australia/Sydney,3448/7255/14846
5606,Green Hills Range,,SA,South Australia,5153,Rural locality,-35.16799,138.80034,432,65,7.69,Mount Barker (District Council),Australia/Adelaide,4788/7971/8381
5607,Green Island,,QLD,Queensland,4871,Rural locality,-16.75883,145.97415,14,25,0.124,Cairns (Regional Council),Australia/Brisbane,
5608,Greenlake,,QLD,Queensland,4701,Rural locality,-23.02861,150.54468,20,0,68.144,Livingstone (Shire),Australia/Brisbane,709/2065/2366/7393/8287/11581
5609,Greenlands,,NSW,New South Wales,2330,Rural locality,-32.39235,151.17382,124,85,64.485,Singleton (Area),Australia/Sydney,1732/4653/5463/5992/9273/11224/12362
5610,Greenlands,,NSW,New South Wales,2631,Rural locality,-36.50089,149.4287,1079,18,61.392,Snowy Monaro Regional (Area),Australia/Sydney,986/7282/12369/14611/15069
5611,Greenlands,,QLD,Queensland,4380,Rural locality,-28.65718,151.79134,849,250,61.007,Southern Downs (Regional Council),Australia/Brisbane,200/1782/10195/10774/13078
5612,Greenleigh,Queanbeyan,NSW,New South Wales,2620,Suburb,-35.36656,149.24789,647,684,6.523,Queanbeyan-Palerang Regional (Area),Australia/Sydney,2570/5426/6729/11128/11129/13047
5613,Greenmount,,QLD,Queensland,4359,Rural locality,-27.77694,151.89143,489,699,51.132,Toowoomba (Regional Council),Australia/Brisbane,2308/4231/4688/9953
5614,Greenmount,,QLD,Queensland,4751,Rural locality,-21.18863,149.03059,43,473,17.506,Mackay (Regional Council),Australia/Brisbane,8201/10492/10876/13711/13803
5615,Greenmount,Perth,WA,Western Australia,6056,Suburb,-31.89896,116.05785,134,2673,4.816,Mundaring (Shire),Australia/Perth,949/1629/3708/6238/7141/12652
5616,Greenock,,SA,South Australia,5360,Urban locality,-34.45894,138.93224,271,1087,21.545,Light (Regional Council),Australia/Adelaide,3733/4834/8170/8970/9626/10206/11896
5617,Greenough,,WA,Western Australia,6532,Rural locality,-28.95439,114.75655,25,282,67.516,Greater Geraldton (City),Australia/Perth,1533/2417/5080/9697/11626/12152/13800
5618,Green Patch,,SA,South Australia,5607,Rural locality,-34.59613,135.77763,158,54,45.558,Lower Eyre Peninsula (District Council),Australia/Adelaide,2710/10098/10634/13268/13936
5619,Green Pigeon,,NSW,New South Wales,2474,Rural locality,-28.51001,153.04534,99,155,40.083,Kyogle (Area),Australia/Sydney,1550/3035/6221/13586/14033
5620,Green Point,Central Coast,NSW,New South Wales,2251,Suburb,-33.45176,151.36091,11,6405,8.455,Central Coast (City),Australia/Sydney,4503/6989/10753/12956/15147
5621,Green Point,,NSW,New South Wales,2428,Urban locality,-32.25176,152.51674,19,526,0.986,Mid-Coast (Area),Australia/Sydney,4876/13853
5622,Green Range,,WA,Western Australia,6328,Rural locality,-34.71283,118.36325,113,66,469.595,Albany (City),Australia/Perth,2758/7105/8162/8526/12208
5623,Greenridge,,NSW,New South Wales,2471,Rural locality,-28.89623,153.1201,16,157,24.835,Richmond Valley (Area),Australia/Sydney,2576/6419/8356/12865/13205/15214
5624,Greens Beach,,TAS,Tasmania,7270,Rural locality,-41.08862,146.74238,31,209,15.315,West Tamar (Municipality),Australia/Hobart,486/6831
5625,Greensborough,Melbourne,VIC,Victoria,3088,Suburb,-37.70462,145.10302,76,20821,10.254,Banyule (City),Australia/Melbourne,1719/2037/3861/4438/7994/8861/10875/12389/14100/14101/15027
5626,Greens Creek,,QLD,Queensland,4570,Rural locality,-26.17536,152.76989,112,326,19.306,Gympie (Regional Council),Australia/Brisbane,2377/2648/4220/13706/14693
5627,Greens Creek,,VIC,Victoria,3387,Rural locality,-36.93245,142.9445,206,52,197.704,Northern Grampians (Shire),Australia/Melbourne,2342/3078/6570/9018/9746/10521/13406
5628,Greenslopes,Brisbane,QLD,Queensland,4120,Suburb,-27.51211,153.05302,32,8936,2.969,Brisbane (City),Australia/Brisbane,249/3237/6157/6158/12844/14835
5629,Greenswamp,,QLD,Queensland,4413,Rural locality,-26.7971,150.46044,323,40,162.221,Western Downs (Regional Council),Australia/Brisbane,526/2779/3053/3463/5443/9657/11675
5630,Greenup,,QLD,Queensland,4387,Rural locality,-28.49354,151.30607,336,23,181.383,Goondiwindi (Regional Council),Australia/Brisbane,1883/3165/7670/10322/12008/14051
5631,Greenvale,,QLD,Queensland,4816,Rural locality,-18.97452,145.11879,418,232,6011.964,Charters Towers (Regional Council),Australia/Brisbane,775/3104/7941/8695/9323/13671
5632,Greenvale,Melbourne,VIC,Victoria,3059,Suburb,-37.64004,144.88178,162,15466,30.563,Hume (City),Australia/Melbourne,410/1962/3394/8380/10246/11611/15251
5633,Green Valley,Sydney,NSW,New South Wales,2168,Suburb,-33.90353,150.86636,74,12516,3.215,Liverpool (City),Australia/Sydney,1443/1444/2169/2638/4390/5995/6124/7591
5634,Green Valley,,WA,Western Australia,6330,Rural locality,-34.87583,117.8175,82,50,63.573,Albany (City),Australia/Perth,4021/8614/9669/9723/11277/14547
5635,Greenview,,QLD,Queensland,4606,Rural locality,-26.31251,151.8038,354,93,30.601,South Burnett (Regional Council),Australia/Brisbane,2727/3591/4633/9379/13155/14712
5636,Greenwald,,VIC,Victoria,3304,Rural locality,-37.95354,141.40557,145,51,157.926,Glenelg (Shire),Australia/Melbourne,4013/4030/6234/7954/9295/14619
5637,Greenway,Canberra,ACT,Australian Capital Territory,2900,Suburb,-35.41536,149.06615,582,1894,5.307,Unincorporated,Australia/Sydney,1451/6425/6679/8819/10409/10436/13399/13941
5638,Greenways,,SA,South Australia,5272,Rural locality,-37.20436,140.16038,25,36,181.618,Robe (District Council),Australia/Adelaide,1682/2860/3105/4901
5639,Greenwell Point,,NSW,New South Wales,2540,Urban locality,-34.90793,150.72974,19,1209,2.667,Shoalhaven (City),Australia/Sydney,3063/3512/10368/11111/14689
5640,Greenwich,Sydney,NSW,New South Wales,2065,Suburb,-33.83196,151.18613,55,5613,1.662,Lane Cove (Area),Australia/Sydney,354/7453/10127/12420/14688
5641,Greenwich Park,,NSW,New South Wales,2580,Rural locality,-34.62518,149.90676,678,120,88.907,Goulburn Mulwaree (Area),Australia/Sydney,1134/1687/2543/2718/12830/13328
5642,Greenwith,Adelaide,SA,South Australia,5125,Suburb,-34.77136,138.70697,201,8988,6.277,Tea Tree Gully (City),Australia/Adelaide,5389/5504/11699/11700
5643,Greenwood,,QLD,Queensland,4401,Rural locality,-27.32278,151.7312,487,40,17.466,Toowoomba (Regional Council),Australia/Brisbane,35/6834/11677/12005
5644,Greenwood,Perth,WA,Western Australia,6024,Suburb,-31.83105,115.79757,40,9614,5.447,Joondalup (City),Australia/Perth,4098/5180/7023/8012/8171/10430/14058
5645,Greenwoods Valley,,WA,Western Australia,6405,Rural locality,-31.50639,116.94222,242,10,123.332,Cunderdin (Shire),Australia/Perth,3547/8389/11142/12136/13503
5646,Gregadoo,,NSW,New South Wales,2650,Rural locality,-35.22945,147.42281,298,239,118.399,Wagga Wagga (City),Australia/Sydney,1140/1462/4847/5061/7308/7329/8314/11603
5647,Greg Greg,,NSW,New South Wales,2642,Rural locality,-36.06226,148.03608,257,36,77.585,Snowy Valleys (Area),Australia/Sydney,1761/6461/13243/13325/14191
5648,Gregors Creek,,QLD,Queensland,4313,Rural locality,-26.96092,152.44315,140,96,42.518,Somerset (Regional Council),Australia/Brisbane,1659/4958/5888/5965/11839/14836/15198
5649,Gregory,,NT,Northern Territory,852,Rural locality,-15.74366,130.64747,128,75,15509.21,Victoria Daly (Regional Council),Australia/Darwin,510/1651/1901/3787/5761/13130/13715
5650,Gregory,,QLD,Queensland,4830,Rural locality,-18.52316,139.38859,62,72,10538.388,Burke (Shire),Australia/Brisbane,2096/2529/5121/5755/7535/9909/12445
5651,Gregory,,WA,Western Australia,6535,Rural locality,-28.18848,114.25129,6,64,0.115,Northampton (Shire),Australia/Perth,15025
5652,Gregory Hills,,NSW,New South Wales,2557,Rural locality,-34.02671,150.7754,119,4985,6.388,Camden (Area),Australia/Sydney,1286/2609/3575/4521/5209/5897/10357/12055
5653,Gregory River,,QLD,Queensland,4660,Rural locality,-25.10194,152.21333,64,65,39.062,Bundaberg (Regional Council),Australia/Brisbane,1539/3277/4419/4670/10056/10062/10800/11059
5654,Gregory River,,QLD,Queensland,4800,Rural locality,-20.27918,148.57753,58,307,193.036,Whitsunday (Regional Council),Australia/Brisbane,1596/2424/4902/9290/9606/11390/12497/12550/14817
5655,Gre Gre,,VIC,Victoria,3477,Rural locality,-36.67426,143.08754,188,19,66.783,Northern Grampians (Shire),Australia/Melbourne,860/5656/5657/8886/13306
5656,Gre Gre North,,VIC,Victoria,3477,Rural locality,-36.60748,143.05698,179,19,69.635,Northern Grampians (Shire),Australia/Melbourne,5655/5657/8886/12355/12653/12654/13347
5657,Gre Gre South,,VIC,Victoria,3477,Rural locality,-36.67864,143.0172,159,13,51.251,Northern Grampians (Shire),Australia/Melbourne,1388/5655/5656/8231/13306/13347
5658,Greigs Flat,,NSW,New South Wales,2549,Rural locality,-36.96835,149.86627,18,151,21.74,Bega Valley (Area),Australia/Sydney,1781/4306/7750/9810/12191
5659,Grenfell,,NSW,New South Wales,2810,Urban locality,-33.89499,148.16115,397,2573,877.968,Weddin (Area),Australia/Sydney,1162/1965/2002/5252/5589/6941/8854/10819/14008
5660,Grenville,,VIC,Victoria,3352,Rural locality,-37.75781,143.8951,330,99,59.166,Golden Plains (Shire),Australia/Melbourne,2486/4155/4360/4473/5017/9252
5661,Gresford,,NSW,New South Wales,2311,Urban locality,-32.42703,151.53778,96,245,54.153,Dungog (Area),Australia/Sydney,156/4232/4760/5248/9297/12560/13296
5662,Greta,,NSW,New South Wales,2334,Urban locality,-32.68896,151.38811,59,2830,20.707,Cessnock (City),Australia/Sydney,134/1676/5892/7551/7839/7930/10095/10387
5663,Greta,,VIC,Victoria,3675,Rural locality,-36.5496,146.27532,173,107,41.005,Wangaratta (Rural City),Australia/Melbourne,3918/5666/5871/7301/9374
